"機関コード","機関種別","機関名","郵便番号","電話番号","機関所在地","ホームページ","経営主体"
"2810804837","特定健診","医療法人社団楢林医院","655-0035","078-707-6123","兵庫県神戸市垂水区五色山３－２－１","http://","診療所　医療法人"
"2810804852","特定健診・指導","にしかげ内科クリニック","655-0011","078-706-6500","兵庫県神戸市垂水区千鳥が丘３－１９－９","http://www.geocities.jp/nishikage_clinic/","診療所　医療法人"
"2810804894","特定健診・指導","でぐち内科クリニック","655-0039","078-704-3388","兵庫県神戸市垂水区霞ケ丘７－４－１７","","診療所　個人"
"2810804928","特定健診","医療法人おひさま会おひさまクリニック","655-0033","078-708-2522","兵庫県神戸市垂水区旭が丘１ー９ー６０","http://yamaguchi.zaitaku-clinic.net","診療所　医療法人"
"2810804951","特定健診・指導","たかだ内科クリニック","655-0047","078-781-8188","兵庫県神戸市垂水区東舞子町１０－１　ティオ舞子１０９","http://","診療所　個人"
"2810805024","特定健診","仁木内科医院","655-0006","078-787-7020","兵庫県神戸市垂水区本多聞２－２－３－１","http://","診療所　個人"
"2810805032","特定健診・指導","医療法人社団藤井内科クリニック","655-0853","078-707-5588","兵庫県神戸市垂水区つつじが丘４－８－１","http://www9.ocn.ne.jp/^tuiii-cl/","診療所　医療法人"
"2810805057","特定健診・指導","こはや脳神経外科クリニック","655-0026","078-704-3121","兵庫県神戸市垂水区陸ノ町２－３","http://","診療所　個人"
"2810805099","特定健診","三浦内科","655-0007","078-781-7172","兵庫県神戸市垂水区多聞台２－２－８","http://www.miuracl:nic.net","診療所　個人"
"2810805107","特定健診","梅本消化器クリニック","655-0884","078-755-0580","兵庫県神戸市垂水区城が山１丁目１０－２０","http://","診療所　個人"
"2810805149","特定健診・指導","医療法人社団内山クリニック","655-0884","078-755-2822","兵庫県神戸市垂水区城が山１－１４－１３－１","http://www003.upp.so-net.ne.jp/uchi-cli/","診療所　医療法人"
"2810805180","特定健診","小池クリニック","655-0017","078-707-9861","兵庫県神戸市垂水区上高丸１ー７ー５２ジャルダン垂水１Ｆ","http://www.koike-clinic.net","診療所　個人"
"2810805222","特定健診・指導","医療法人社団しもかどクリニック","655-0892","078-704-5201","兵庫県神戸市垂水区平磯４ー３ー２１","http://","診療所　医療法人"
"2810805289","特定健診","中嶋医院","655-0032","078-706-5800","兵庫県神戸市垂水区星が丘２－６－１０","http://","診療所　個人"
"2810805297","特定健診・指導","医療法人社団　やまかわ消化器クリニック","655-0893","078-704-3536","兵庫県神戸市垂水区日向２ー１ー４ー２０１号","http://","診療所　医療法人"
"2810805305","特定健診・指導","医療法人社団　橋本内科クリニック","655-0052","078-781-3650","兵庫県神戸市垂水区舞多聞東３ー２ー１４","http://","診療所　医療法人"
"2810805321","特定健診・指導","山崎医院","655-0016","078-707-2700","兵庫県神戸市垂水区高丸１ー２ー４","http://","診療所　個人"
"2810805347","特定健診・指導","深水内科医院","655-0007","078-782-0016","兵庫県神戸市垂水区多聞台４ー１２２","http://","診療所　医療法人"
"2810805388","特定健診・指導","勝野クリニック","655-0884","078-753-8517","兵庫県神戸市垂水区城が山１ー７ー３ブリック・ブロック","http://","診療所　個人"
"2810805396","特定健診","佐々木内科医院","655-0046","078-787-2115","兵庫県神戸市垂水区舞子台２－９－１０ミサキメディカルビル３Ｆ","http://www.sasakinaika.com","診療所　医療法人"
"2810805438","特定健診・指導","かわクリニック","655-0044","078-781-1838","兵庫県神戸市垂水区舞子坂３－１６－１２","http://","診療所　個人"
"2810805446","特定健診","山本医院","655-0041","078-783-0565","兵庫県神戸市垂水区神陵台７－４－１１","http://","診療所　個人"
"2810805453","特定健診・指導","尾崎整形外科","655-0038","078-783-7100","兵庫県神戸市垂水区星陵台５－１－２","http://www.ozaki-ort.com/","診療所　個人"
"2810805461","特定健診","森医院","655-0872","078-752-3000","兵庫県神戸市垂水区塩屋町４－２５－１９","http://","診療所　個人"
"2810805487","特定健診","医療法人社団阿部医院　希望の丘クリニック","655-0041","078-787-7722","兵庫県神戸市垂水区神陵台７－４－１３","http://","診療所　医療法人"
"2810805511","特定健診・指導","みむら内科クリニック","655-0051","078-784-6011","兵庫県神戸市垂水区舞多聞西５－１－３","http://mimuranaika.com","診療所　個人"
"2810805594","特定健診・指導","鈴木クリニック","655-0006","078-781-8720","兵庫県神戸市垂水区本多聞２－１２－２０","http://","診療所　医療法人"
"2810805628","特定健診","高橋クリニック","655-0881","078-751-8080","兵庫県神戸市垂水区東垂水町字菅ノ口７０７－１","http://","診療所　医療法人"
"2810805636","特定健診","とみさわクリニック","655-0853","078-709-5151","兵庫県神戸市垂水区つつじが丘２－２１－１５","http://","診療所　医療法人"
"2810805719","特定健診・指導","よねむらクリニック","655-0873","078-754-6506","兵庫県神戸市垂水区青山台７－７－１　イオンジェームス山店４階","http://","診療所　医療法人"
"2810805735","特定健診・指導","武村内科","655-0892","078-708-0991","兵庫県神戸市垂水区平磯４－４－１９　王子ビル１階","http://","診療所　個人"
"2810805743","特定健診","阿部内科","655-0041","078-783-5536","兵庫県神戸市垂水区神陵台７－４－１０","http://","診療所　個人"
"2810805792","特定健診","社会医療法人社団順心会順心神戸病院","655-0008","078-754-8700","兵庫県神戸市垂水区小束台８６８－３７","http://","病院　医療法人"
"2810805818","特定健診・指導","かわかみ整形外科クリニック","655-0004","078-786-5688","兵庫県神戸市垂水区学が丘４－１５－１５","http://","診療所　個人"
"2810805867","特定健診","医療法人社団小川内科クリニック","655-0003","078-783-8822","兵庫県神戸市垂水区小束山本町３－１－２","http://","診療所　医療法人"
"2810805891","特定健診・指導","糖尿病・腎透析にしかげクリニックアネックス","655-0013","078-706-3450","兵庫県神戸市垂水区福田３－３－１１","http://","診療所　医療法人"
"2810805925","特定健診・指導","いちせ内科リウマチクリニック","655-0026","078-704-2211","兵庫県神戸市垂水区陸ノ町２－３－２０１","https://ichise-cl.com","診療所　個人"
"2810805966","特定健診","医）正峰会　桃山台せいほうクリニック","655-0854","078-752-8811","兵庫県神戸市垂水区桃山台５－１１１６－１６","http://","診療所　医療法人"
"2810806170","特定健診","たくみ内科クリニック","655-0004","078-787-7050","兵庫県神戸市垂水区学が丘７－１－３１","http://","診療所　医療法人"
"2810806238","特定健診","小束山クリニック","655-0002","078-794-8770","兵庫県神戸市垂水区小束山２－１９０２－１６０","http://","診療所　個人"
"2810900189","特定健診・指導","医療法人明和病院","663-8186","0798-47-1767","兵庫県西宮市上鳴尾町４－３１","http://kenshin-db.niph.go.jp/kenshin/","病院　医療法人"
"2810900619","特定健診・指導","医療法人財団喜望会谷向病院","663-8215","0798-33-0345","兵庫県西宮市今津水波町６－３０","http://www.sol.dti.ne.jp/~tanimuka/index.html","病院　医療法人"
"2810901807","特定健診","天理教撫順分教会附設撫順医院","662-0052","0798-22-1274","兵庫県西宮市霞町１－３４","http://kenshin-db.niph.go.jp/kenshin/kikan_checkups/view/5323","診療所　その他の法人"
"2810902441","特定健診","医療法人芳惠会三好病院","663-8112","0798-67-3505","兵庫県西宮市甲子園口北町２４－９","http://www.miyoshi-hp.jp","病院　医療法人"
"2810903969","特定健診","石井診療所","662-0945","0798-23-2517","兵庫県西宮市川東町１０－２０－１０１","","診療所　個人"
"2810905204","特定健診","法西医院","662-0822","0798-51-0317","兵庫県西宮市松籟莊８－９","","診療所　個人"
"2810905493","特定健診","西本医院","662-0084","0798-72-6222","兵庫県西宮市樋之池町２５－１７","http://www.asahi-net.or.jp/~sg8y-nsmt/","診療所　個人"
"2810906129","特定健診","杉本整形外科","662-0034","0798-72-8822","兵庫県西宮市西田町３－１５","http://kenshin-db.niph.go.jp/kenshin","診療所　個人"
"2810906442","特定健診","吉岡医院","663-8177","0798-41-1121","兵庫県西宮市甲子園七番町１６－４","http://kenshin-db.niph.go.jp/kenshin/","診療所　個人"
"2810906491","特定健診・指導","社会医療法人渡邊高記念会西宮渡辺病院","662-0863","0798-74-2630","兵庫県西宮市室川町１０－２２","http://www/n-watanabe-hosp.jp","病院　医療法人"
"2810906558","特定健診・指導","西宮市医師会診療所","662-0913","0798-26-9497","兵庫県西宮市染殿町８－３","http://www.nishinomiya.hyogo.med.or.jp/","診療所　その他の法人"
"2810906731","特定健診","松本整形外科診療所","663-8228","0798-35-5535","兵庫県西宮市今津二葉町１－２４","","診療所　個人"
"2810906996","特定健診","広川内科クリニック","662-0845","0798-64-2707","兵庫県西宮市神明町４－２６","http://cvnweb.bai.ne.jp/~k-hiroka","診療所　個人"
"2810907101","特定健診","医療法人社団大西医院","663-8152","0798-41-1727","兵庫県西宮市甲子園町１０－３０","","診療所　医療法人"
"2810907200","特定健診","医療法人社団橋本医院","663-8154","0798-41-4133","兵庫県西宮市浜甲子園１－３－１０","","診療所　医療法人"
"2810907275","特定健診","大岡内科医院","663-8141","0798-41-5211","兵庫県西宮市高須町２－１－１９－１０３","","診療所　医療法人"
